author_name,author_id,gender,affiliation,seniority,nb_publi,pub_rate,first_author_por,avg_coauthor
Daniel Fabbri,4208,male,,10,38,3.8,18,4.74
Qiang Zhu,4209,,The University of Michigan Dearborn MI USA,28,75,2.68,24,3.73
Carlo Curino,4210,male,,15,63,4.2,35,5.95
Yang Zhang,4211,,,18,581,32.28,35,4.43
Evan P. C. Jones,4212,male,,14,11,0.79,36,4.45
Lu Qin,4213,male,Sydney Australia,22,117,5.32,15,4.54
Lijun Chang,4214,,,16,73,4.56,26,4.4
Alexander Thomson,4215,male,,9,10,1.11,50,3.4
Bogdan Alexe,4216,male,,15,36,2.4,57,4.39
Francesca Spezzano,4217,female,,10,41,4.1,15,2.93
Sergio Greco,4218,male,University of Calabria Cosenza Italy,30,228,7.6,46,3.29
Bruno Marnette,4219,male,,14,15,1.07,53,3.33
Roy Levin,4220,male,,45,30,0.67,43,3.43
Yaron Kanza,4221,male,Technion - Israel Institute of Technology Haifa Israel,20,76,3.8,24,3.59
Yehoshua Sagiv,4222,male,,41,178,4.34,17,3.1
Willis Lang,4223,male,University of Wisconsin USA,12,22,1.83,68,3.91
Akanksha Baid,4224,,,12,10,0.83,40,7.7
Ian Rae,4225,male,,9,10,1.11,20,64.7
Jiexing Li,4226,,,11,15,1.36,53,6.47
AnHai Doan,4227,,University of Wisconsin Madison WI USA,25,116,4.64,32,5.9
Kai Zeng,4228,male,University of California Berkeley CA USA,9,19,2.11,37,4.05
Torsten Grust,4229,male,Eberhard Karls University of Tübingen Department of Computer Science,23,73,3.17,48,3.44
Jan Rittinger,4230,male,Technical University Munich Germany,14,25,1.79,16,3.72
Tom Schreiber,4231,male,,10,5,0.5,20,4.0
Nan Tang,4232,female,Qatar Computing Research Institute HBKU,16,76,4.75,17,5.57
Wenyuan Yu,4233,,,10,23,2.3,13,5.3
David Menestrina,4234,male,,13,8,0.62,25,6.38
Irina Botan,4235,female,ETH Zurich Switzerland,12,8,0.67,75,6.25
Roozbeh Derakhshan,4236,,,13,6,0.46,50,6.33
Nihal Dindar,4237,female,,10,9,0.9,56,5.89
Laura M. Haas,4238,female,IBM Almaden Research Center San Jose USA,37,89,2.41,35,6.27
Nesime Tatbul,4239,,MIT Computer Science and Artificial Intelligence Laboratory Cambridge USA,22,76,3.45,24,5.64
Haopeng Zhang,4240,,,9,68,7.56,40,4.0
Neil Immerman,4241,male,University of Massachusetts Amherst USA,41,118,2.88,32,2.83
Yinghui Wu,4242,,,22,65,2.95,14,4.26
Hilmi Yildirim,4243,male,,11,8,0.73,62,3.0
Mohammed Javeed Zaki,4244,male,Rensselaer Polytechnic Institute Department of Computer Science,24,217,9.04,34,3.47
Yingyi Bu,4245,,,14,40,2.86,45,6.22
Bill Howe,4246,male,University of Washington Information School Seattle WA USA,17,112,6.59,19,4.78
Lois M. L. Delcambre,4247,female,Portland State University USA,39,138,3.54,21,4.54
Andrey Gubarev,4248,male,,9,7,0.78,0,17.29
Peixiang Zhao,4249,male,Florida State University USA,15,34,2.27,47,3.5
Davide Martinenghi,4250,male,,19,88,4.63,20,3.83
Marco Tagliasacchi,4251,male,,16,174,10.88,14,4.73
Yannis Kotidis,4252,male,AT&T Inc,22,103,4.68,16,4.16
Sakti Pramanik,4253,,Michigan State University East Lansing USA,39,88,2.26,32,3.15
Alok Watve,4254,male,,11,7,0.64,43,4.29
Alex X. Liu,4255,male,Michigan State University East Lansing Department of Computer Science and Engineering,16,247,15.44,13,4.28
Xin Dong,4256,,Amazon,16,105,6.56,47,4.1
Mohamed Yakout,4257,male,,12,15,1.25,67,4.93
Jinsoo Lee,4258,male,,12,19,1.58,26,4.32
Jorg Schad,4259,male,,10,12,1.2,25,4.17
Jens Dittrich,4260,male,Saarland University Information Systems Group,19,73,3.84,44,3.33
Jorge-Arnulfo Quiane-Ruiz,4261,male,,16,55,3.44,25,5.15
Dawei Jiang,4262,,,10,19,1.9,26,5.21
Lei Shi,4263,,,20,409,20.45,40,4.37
Michalis Potamias,4264,male,,13,16,1.23,44,3.81
Chaitanya Mishra,4265,,,16,10,0.62,70,2.8
Hoang Tam Vo,4266,male,,9,24,2.67,33,5.12
Alekh Jindal,4267,male,Microsoft Research USA,9,30,3.33,53,4.2
Yagiz Kargin,4268,,,9,6,0.67,50,4.5
Nicolas Bruno,4269,male,Microsoft Research,18,53,2.94,81,2.98
Andrea Cali,4270,female,University of London Birkbeck College,19,130,6.84,88,3.18
Andreas Pieris,4271,male,,11,82,7.45,2,3.13
Aditya G. Parameswaran,4272,male,University of Illinois,11,114,10.36,17,4.3
Vivian Chu,4273,female,,13,19,1.46,47,7.21
Frederick Reiss,4274,male,IBM Research,19,51,2.68,16,5.98
Ke Wang,4275,,,35,353,10.09,36,4.02
Stavros Papadopoulos,4276,male,Intel Labs & MIT Boston MA USA,12,33,2.75,39,4.12
Spiridon Bakiras,4277,male,,20,42,2.1,33,2.86
Dimitris Papadias,4278,male,Hong Kong University of Science and Technology,27,175,6.48,23,3.17
Xiang Lian,4279,male,Kent State University OH USA,15,85,5.67,46,3.52
Louis Woods,4280,male,,9,15,1.67,60,2.73
Bingsheng He,4281,,,33,251,7.61,22,4.06
Radu Stoica,4282,male,,21,20,0.95,30,4.4
Manos Athanassoulis,4283,male,,10,25,2.5,40,4.08
Bolin Ding,4284,male,Alibaba Group China,13,68,5.23,22,4.97
Roland Kays,4285,male,,10,15,1.5,20,6.07
Georgios Kellaris,4286,male,,10,12,1.2,75,3.08
Jia Xu,4287,,,29,199,6.86,43,3.81
Ge Yu,4288,,Northeastern University School of Information Science and Engineering Shenyang China,18,174,9.67,1,4.82
Evgeny Kharlamov,4289,male,University of Oxford UK,12,105,8.75,28,7.13
Dan Olteanu,4290,male,University of Oxford UK,19,101,5.32,30,3.39
Subi Arumugam,4291,male,University of Florida Gainesville USA,17,12,0.71,33,4.08
Ravi Jampani,4292,male,,15,8,0.53,62,4.62
Luis Leopoldo Perez,4293,male,,11,13,1.18,15,5.08
Peter J. Haas,4294,male,Thomas J. Watson Research Center Yorktown Heights USA,34,108,3.18,35,4.6
Michael L. Wick,4295,male,,13,24,1.85,57,3.54
Andrew McCallum,4296,male,University of Massachusetts Amherst USA,29,245,8.45,12,3.71
Gerome Miklau,4297,,University of Massachusetts Amherst USA,17,87,5.12,13,3.74
Eric Lo,4298,male,Hong Kong Polytechnic University,16,68,4.25,13,4.46
Xuan S. Yang,4299,,,14,24,1.71,42,4.5
Ming-Hay Luk,4300,,,10,3,0.3,33,5.0
Xike Xie,4301,male,Aalborg University Denmark,11,38,3.45,28,4.5
Mina Saleeb,4302,female,,9,2,0.22,0,3.0
Chedy Raissi,4303,,INRIA Nancy Grand-Est,14,52,3.71,23,4.35
Thomas Kister,4304,male,,9,6,0.67,0,5.17
Wing-Kai Hon,4305,,,20,144,7.2,51,4.38
Orion Hodson,8009,male,,22,15,0.68,7,4.87
Jin Zhang,8010,female,,23,335,14.57,38,4.16
Ming-Chien Shan,8011,,,32,86,2.69,9,3.94
Machiko Toyoda,8012,female,,14,7,0.5,71,3.57
James Bailey,8013,male,University of Melbourne School of Computing and Information Systems Australia,24,214,8.92,17,4.4
Karine Zeitouni,8014,female,Versailles Saint-Quentin-en-Yvelines University France,19,89,4.68,6,3.61
Vincent Oria,8015,male,New Jersey Institute of Technology Newark USA,27,89,3.3,15,4.07
Junqiang Liu,8016,,,17,28,1.65,56,3.71
Yimin Lin,8017,,,10,10,1.0,40,5.2
Jian Gong,8018,,,21,85,4.05,20,3.68
Harr Chen,8019,,,15,18,1.2,33,3.61
Diego Arroyuelo,8020,male,,16,23,1.44,100,4.39
Francisco Claude,8021,male,University of Waterloo Canada,13,47,3.62,70,4.04
Gonzalo Navarro,8022,male,University of Chile Santiago Chile,24,491,20.46,26,2.96
Mitsunori Ogihara,8023,male,University of Miami Department of Computer Science Coral Gables FL USA,29,191,6.59,22,3.07
Mao Ye,8024,,Pennsylvania State University Department of Computer Science and Engineering University Park PA USA,10,28,2.8,50,3.79
Xingjie Liu,8025,,,9,15,1.67,40,4.2
Robson Leonardo Ferreira Cordeiro,8026,,University of São Paulo Department of Computer Science,15,42,2.8,26,4.45
Agma J. M. Traina,8027,,University of Sao Paulo Brazil,22,260,11.82,5,4.62
Zhaonian Zou,8028,,,11,29,2.64,28,3.41
Makoto Yui,8029,male,,12,7,0.58,56,3.86
Jun Miyazaki,8030,male,,35,76,2.17,14,4.13
Yuxin Huang,8031,,,10,13,1.3,0,3.77
Bhanu Pratap Gupta,8032,,,9,2,0.22,50,4.5
Devang Vira,8033,,,9,2,0.22,0,4.5
Wee Hyong Tok,8034,,National University of Singapore (NUS),17,24,1.41,67,2.83
Jiakui Zhao,8035,,,13,20,1.54,15,6.25
Thanasis G. Papaioannou,8036,male,,17,57,3.35,39,3.81
K. Hima Prasad,8037,,,14,10,0.71,20,4.9
Bin Zhang,8038,,HP Labs Palo Alto CA USA,30,16,0.53,38,4.44
Perla Ruiz,8039,female,,9,3,0.33,0,7.67
Chulwon Lee,8040,,,9,2,0.22,0,11.5
Yichuan Cai,8041,,,10,6,0.6,50,3.0
Jorg Hakenberg,8042,male,,14,34,2.43,38,6.0
Salima Benbernou,8043,female,Université Paris Descartes France,20,77,3.85,22,4.27
Mohand-Said Hacid,8044,,,29,192,6.62,16,3.97
Yannis Vassiliou,8045,male,,40,77,1.93,22,3.78
Yubin Kim,8046,female,Carnegie Mellon University USA,9,12,1.33,67,3.33
Manish Kumar Anand,8047,male,,12,11,0.92,64,4.73
Srinivas Narayanan,8048,male,,20,4,0.2,50,3.0
Daniel J. Dougherty,8049,male,,33,64,1.94,59,3.39
Vikas Sindhwani,8050,male,,18,76,4.22,28,3.61
Mahendra Chavan,8051,male,,8,4,0.5,50,4.0
Matthias Schiffer,8052,male,,10,4,0.4,25,3.75
Balaji Palanisamy,8053,male,University of Pittsburgh PA USA,13,60,4.62,27,3.43
Siddharth Barman,8054,,,14,69,4.93,67,3.04
Duncan Yung,8055,male,,8,15,1.88,53,3.6
Brian Quanz,8056,male,IBM Research Yorktown Heights NY USA,11,14,1.27,71,3.43
Meenakshi Mishra,8057,female,,9,12,1.33,75,2.92
Nirmesh Malviya,8058,,,8,3,0.38,67,5.0
Xintao Wu,8059,male,University of Arkansas USA,20,131,6.55,12,3.2
Roger Moussalli,8060,male,,9,15,1.67,73,6.0
Yun Peng,8061,,,34,106,3.12,26,4.41
Lucia,8062,female,,9,21,2.33,33,4.48
Dijun Luo,8063,,,13,33,2.54,76,3.67
Chris H. Q. Ding,8064,male,University of Texas at Arlington Department of Computer Science and Engineering,26,252,9.69,26,3.45
Heng Huang,8065,,University of Pittsburgh PA USA,19,298,15.68,8,4.5
Feiping Nie,8066,,,13,345,26.54,14,4.32
Charu Tiwari,8067,female,,8,3,0.38,0,5.33
Xiang Li,8068,,RWTH Aachen Germany,12,15,1.25,27,4.67
David Kensche,8069,male,RWTH Aachen University Germany,14,25,1.79,36,4.24
Constantinos Costa,8070,,,8,15,1.88,53,4.33
Sven Kohler,8071,male,UC Davis Genome Center University of California Davis USA,11,22,2.0,27,4.45
Eric Peukert,8072,male,,12,24,2.0,38,3.71
Yifan Jin,8073,,,8,7,0.88,71,4.0
Marco Mesiti,8074,male,,20,77,3.85,17,4.45
Ioannis K. Paparrizos,8075,male,,9,8,0.89,88,3.25
Benjamin Bustos,8076,male,,18,96,5.33,28,5.18
Tomas Skopal,8077,male,Charles University Prague Czech Republic,17,97,5.71,28,3.49
Carlo Sartiani,8078,male,,17,53,3.12,19,3.15
Russell Paulet,8079,male,,8,13,1.62,23,3.46
Xun Yi,8080,,,23,159,6.91,40,3.69
Norifumi Nishikawa,8081,male,,22,12,0.55,83,3.33
Miyuki Nakano,8082,female,,32,31,0.97,3,3.65
Eric R. Schendel,8083,male,,9,13,1.44,31,8.69
Choong-Seock Chang,8084,,,8,18,2.25,0,12.0
Stephane Ethier,8085,,,16,44,2.75,7,8.25
Scott Klasky,8086,male,,26,160,6.15,4,8.25
Robert B. Ross,8087,male,Argonne National Laboratory Lemont Illinois USA,23,180,7.83,6,6.38
Nagiza F. Samatova,8088,,,19,135,7.11,1,6.15
Chih-Chieh Hung,8089,,,14,18,1.29,50,3.39
Frank Fiedler,8090,male,,17,14,0.82,50,3.64
Gunes Aluc,8091,,,10,11,1.1,64,3.45
Jing Xu,8092,,,20,303,15.15,33,4.53
Benjamin Gufler,8093,male,,12,7,0.58,43,4.71
Zhenying He,8094,,,17,41,2.41,2,4.78
Pei Lee,8095,,,7,7,1.0,100,3.0
Zhitao Shen,8096,,,10,10,1.0,50,4.4
Jongik Kim,8097,,,16,15,0.94,67,2.67
Wush Chi-Hsuan Wu,8098,,,7,6,0.86,50,3.0
Mi-Yen Yeh,8099,,,15,45,3.0,9,3.58
Fabian Keller,8100,male,,7,11,1.57,55,4.09
Sascha Szott,8101,male,,9,4,0.44,0,4.25
Mehmet Kuzu,8102,male,,9,16,1.78,50,3.75
Katrin Eisenreich,8103,female,,10,7,0.7,71,3.71
Srinivas Bangalore,8104,male,,25,146,5.84,27,3.18
Asmaa Sallam,8105,female,,7,12,1.71,57,3.67
James J. Gardner,8106,male,,13,11,0.85,91,3.45
Roberto De Virgilio,8107,male,,14,86,6.14,81,2.88
Shengyu Huang,8108,,,7,8,1.14,38,5.62
Pawel Jurczyk,8109,male,,14,13,0.93,100,2.69
Igor Perisic,8110,male,,11,7,0.64,14,8.57
Balaji Varadarajan,8111,,,13,4,0.31,0,15.0
Matthew Perry,8112,male,,15,16,1.07,38,4.75
Jayanta Banerjee,8113,,,41,11,0.27,64,3.73
Luyi Mo,8114,,,6,9,1.5,33,4.78
Jianzhong Qiao,8115,,,11,28,2.55,4,3.86
Nicholas D. Larusso,8116,male,,9,5,0.56,80,2.4
Jin Huang,8117,female,University of Melbourne Department of Information and Computing Systems VIC Australia,8,13,1.62,38,4.62
Zhenghua Xu,8118,,,7,12,1.71,50,4.33
Liang Tang,8119,,,15,115,7.67,40,4.85
Jonathan Dees,8120,male,,9,8,0.89,25,4.12
Can Wang,8121,,Commonwealth Scientific and Industrial Research Organisation (CSIRO) Sandy Bay TAS Australia,9,29,3.22,28,5.34
Shirui Pan,8122,,,9,66,7.33,27,5.0
Yu Zheng,8123,,,19,176,9.26,35,4.23
Hu Shu,8124,,,9,6,0.67,0,5.67
Zhihong Chong,8125,,,15,13,0.87,46,4.92
Junzhou Zhao,8126,,,6,35,5.83,49,5.0
Don Towsley,8127,male,University of Massachusetts Amherst Department of Computer Science,43,691,16.07,4,4.17
Chengyuan Zhang,8128,,,11,36,3.27,53,5.14
Jiaying Wang,8129,,,9,10,1.11,50,4.6
Xiaohui Xie,8130,,,20,98,4.9,16,4.09
Md. Saiful Islam,8131,,Griffith University Gold Coast Australia,10,52,5.2,56,3.94
Avishek Anand,8132,,,10,59,5.9,17,3.34
Kenny Q. Zhu,8133,male,Shanghai Jiao Tong University Department of Computer Science & Engineering,19,67,3.53,13,3.91
Biplob Debnath,8134,,,10,6,0.6,50,5.67
Lakshmikant Shrinivas,8135,,,14,5,0.36,40,4.8
Ariel Cary,8136,male,,12,7,0.58,43,4.14
Vivek Bharathan,8137,male,,13,4,0.31,50,3.75
Weishan Dong,8138,,Thomas J. Watson Research Center Yorktown Heights USA,12,34,2.83,32,5.53
Yu Wang,8139,,IBM,6,10,1.67,10,7.3
Bhupesh Chawda,8140,,,6,9,1.5,11,5.67
Qiming Chen,8141,,,36,116,3.22,60,3.48
Xianke Zhou,8142,,,6,5,0.83,80,4.4
Binh Han,8143,,,8,8,1.0,50,4.12
Hyunsik Choi,8144,,,11,10,0.91,60,4.2
Jihoon Son,8145,male,,11,7,0.64,43,4.29
Alan G. Labouseur,8146,male,,14,10,0.71,50,3.9
Paul W. Olsen,8147,male,,6,11,1.83,9,5.0
Hua Wang,8148,,,24,560,23.33,30,4.12
Xiaohui Tao,8149,,The University of Southern Queensland Australia,14,65,4.64,28,4.46
Yantao Gan,8150,,,8,7,0.88,28,3.57
Xiaofeng Meng,8151,,,21,191,9.1,18,3.48
Yingjie Shi,8152,,,12,24,2.0,28,5.42
Jing He,8153,,Victoria University College of Engineering and Science Melbourne VIC Australia,13,63,4.85,19,4.83
Jie Cao,8154,,,13,196,15.08,17,4.66
Zhi Qiao,8155,,,9,37,4.11,54,5.27
Evangelos E. Milios,8156,male,Dalhousie University Faculty of Computer Science Halifax NS Canada,36,219,6.08,5,3.69
Kevin Chiew,8157,male,,11,36,3.27,17,4.31
Qinming He,8158,,,18,69,3.83,4,4.59
Nguyen Thanh Tam,8159,,,7,17,2.43,18,5.06
Sungsu Lim,8160,,,7,13,1.86,62,3.85
Taewoo Kim,8161,,,17,20,1.18,40,4.45
Jiaguang Sun,8162,,,33,231,7.0,0,4.65
Jan Vosecky,8163,male,,9,12,1.33,57,3.75
Loic Cerf,8164,,,11,24,2.18,50,3.96
Gheorghi Guzun,8165,male,,6,11,1.83,82,3.18
Guadalupe Canahuate,8166,female,,13,24,1.85,21,3.54
David Chiu,8167,male,,24,53,2.21,38,3.55
Jason Sawin,8168,male,,14,21,1.5,28,3.24
Vijay Varadharajan,8169,male,Macquarie University Sydney Australia,36,367,10.19,16,2.79
Ivan Kelly,8170,male,,8,4,0.5,0,5.25
David C. Anastasiu,8171,male,San Jose State University Ca USA,10,24,2.4,50,4
George Karypis,8172,male,University of Minnesota USA,27,252,9.33,12,3.01
Sergej Fries,8173,male,,9,10,1.11,30,5.6
Brigitte Boden,8174,female,,9,19,2.11,47,3.05
Jian Chen,8175,,South China University of Technology School of Software Engineering Guangzhou China,14,27,1.93,33,4.81
Hasan Cam,8176,male,Arizona State University Tempe Arizona USA,27,79,2.93,34,3.22
Wei Feng,8177,,,21,170,8.1,46,4.91
Wei Kang,8178,,,16,26,1.62,38,4.04
Xinyu Li,8179,,,14,158,11.29,26,4.41
Tan Jin,8180,male,,7,9,1.29,11,5.22
Angelika Kimmig,8181,female,,13,52,4.0,27,4.25
Sarath Kumar Kondreddi,8182,,Max Planck Institute for Informatics,11,9,0.82,44,3.22
Yusheng Xie,8183,,,8,27,3.38,48,6.26
Ankit Agrawal,8184,male,,11,121,11.0,31,4.82
Alok N. Choudhary,8185,male,Northwestern University Illinois USA,32,469,14.66,9,4.57
Youngchul Cha,8186,male,,7,4,0.57,100,4.25
Tak W. Yan,8187,,Stanford University USA,28,23,0.82,48,3.22
Siyu Lei,8188,,,9,7,0.78,43,6.14
Yuzhe Tang,8189,,,11,33,3.0,52,4.76
Xin Hu,8190,,Pinterest San Francisco CA USA,11,40,3.64,25,4.88
Reiner Sailer,8191,male,,23,47,2.04,21,4.94
Ruilin Liu,8192,,,10,41,4.1,41,4.17
Antonio Miele,8193,male,,15,64,4.27,12,4.53
Elisa Quintarelli,8194,female,,21,77,3.67,6,4.58
Emanuele Rabosio,8195,male,,8,10,1.25,0,3.6
Ramez Elmasri,8196,,University of Texas at Arlington USA,40,152,3.8,28,3.45
Baoyao Zhou,8197,,,18,30,1.67,47,4.0
Guanfeng Liu,8198,,,18,139,7.72,27,5.01
Lei Zhao,8199,,Soochow University School of Computer Science and Technology Suzhou Jiangsu China,11,57,5.18,4,5.93
Erman Pattuk,8200,male,,6,13,2.17,54,4.15
Huseyin Ulusoy,8201,,,6,13,2.17,46,4.08
Muhammad Anis Uddin Nasir,8202,male,,5,14,2.8,86,4.0
Cheng He,8203,,,12,45,3.75,47,4.36
Yadong Mu,8204,,Peking University Beijing China,12,56,4.67,45,3.91
Pan Xu,8205,,,8,52,6.5,33,3.4
Xin Lin,8206,,,15,103,6.87,34,4.5
Yongming Luo,8207,,,8,10,1.25,60,5.2
Jan Hidders,8208,male,Vrije Universiteit Brussel Department of Computer Science Belgium,26,98,3.77,30,3.81
Paul De Bra,8209,male,Eindhoven University of Technology Netherlands,38,130,3.42,41,3.36
Hina A. Khan,8210,,,6,8,1.33,62,3.12
Mehmet A. Orgun,8211,male,Macquarie University Sydney Australia,27,237,8.78,13,3.64
Peter Macko,8212,male,,10,13,1.3,62,3.77
Virendra J. Marathe,8213,,,14,32,2.29,28,4.06
Xiaojie Yuan,8214,,,16,70,4.38,7,4.49
Pericles de Oliveira,8215,,,4,3,0.75,100,3.67
Jiajie Xu,8216,,,13,70,5.38,11,5.51
Christian Grun,8217,male,University of Konstanz DBIS Germany,14,12,0.86,50,3.5
Gregor Josse,8218,male,Ludwig Maximilian University of Munich Germany,6,19,3.17,47,4.84
Lei Liu,8219,,,21,498,23.71,33,4.58
Jin Wang,8220,female,,31,418,13.48,33,4.28
Yong Zhang,8221,male,Tsinghua University Research Institute of Information Technology Beijing China,18,89,4.94,2,4.67
Zeyi Wen,8222,,,8,18,2.25,56,4.67
Natwar Modani,8223,,,19,25,1.32,56,5.6
Ramasuri Narayanam,8224,male,India,13,41,3.15,37,3.24
Mohammadreza Najafi,8225,,,7,12,1.71,57,3.58
Xiaoli Li,8226,male,A*Star Institute for Infocomm Research Singapore,17,115,6.76,19,4.48
Xiang Ao,8227,,,15,28,1.87,43,5.11
Fuzhen Zhuang,8228,,,11,106,9.64,23,5.18
Qing He,8229,,,23,262,11.39,24,4.86
Kun Zhao,8230,,,20,161,8.05,31,5.15
Brano Kusy,8231,male,,15,92,6.13,13,5.1
Raja Jurdak,8232,male,,15,129,8.6,18,4.48
Deepak P,8233,male,Queen's University Belfast UK,15,65,4.33,38,3.62
Fang-Yu Rao,8234,,,8,14,1.75,21,4.43
Shengzhi Xu,8235,,,4,9,2.25,33,5.0
Sen Su,8236,,,16,123,7.69,16,4.51
Xiang Cheng,8237,,Beijing University of Posts and Telecommunications State Key Laboratory of Networking and Switching Technology China,8,47,5.88,21,4.98
Zhengyi Li,8238,,,9,25,2.78,20,5.84
Inah Jeon,8239,,,4,5,1.25,40,3.8
Antti Ukkonen,8240,male,,14,52,3.71,35,2.79
Vivekanandhan Raja,8241,,,4,2,0.5,0,17.5
Ekrem Soylemez,8242,male,,4,2,0.5,0,13.0
Weng-Fai Wong,8243,,,30,119,3.97,8,4.11
Yousuke Watanabe,8244,male,,18,33,1.83,45,3.48
Feiran Huang,8245,,,4,14,3.5,64,5.14
Ove Andersen,8246,male,,28,48,1.71,40,3.25
Kristian Torp,8247,male,,22,42,1.91,17,3.45
Saif Al-Harthi,8248,male,,5,5,1.0,0,7.4
Sohaib Ghani,8249,,,8,21,2.62,24,5.38
Qiang Liu,8250,,,23,395,17.17,31,4.1
Hong Chen,8251,,Renmin University of China School of Information Beijing China,13,99,7.62,0,4.65
Abdulhadi Alzaidy,8252,male,,4,2,0.5,0,6.5
Kee Kiat Koo,8253,,,9,7,0.78,0,5.57
Jean-Marc Petit,8254,male,LIRS Lyon France,25,94,3.76,6,3.4
Vasile-Marian Scuturici,8255,male,,16,44,2.75,7,4.11
Patrick Damme,8256,male,,6,17,2.83,28,4.06
Thomas Cerqueus,8257,male,,9,29,3.22,34,4.0
Eduardo Cunha de Almeida,8258,male,Federal University of Paraná (UFPR) Brasil,14,43,3.07,23,4.0
Dimitra Papadimitriou,8259,female,,5,9,1.8,78,3.22
Sergej Hardock,8260,male,,6,14,2.33,50,4.43
Jianbin Huang,8261,,,13,48,3.69,28,5.35
Boris Novikov,8262,male,Higher School of Economics St. Petersburg Russia,25,52,2.08,21,3.6
Angen Zheng,8263,,,5,5,1.0,100,3.6
Pietro Colombo,8264,male,University of Insubria Varese Italy,13,34,2.62,74,3.09
Karam Gouda,8265,male,,21,14,0.67,93,2.29
Mosab Hassaan,8266,,,12,6,0.5,0,2.33
Guolei Yang,8267,,,9,16,1.78,69,3.06
Ying Cai,8268,,,23,111,4.83,35,3.51
Renjun Hu,8269,,,3,5,1.67,20,5.0
Hongwei Liang,8270,,,7,6,0.86,50,3.0
Chengcheng Yang,8271,,,8,20,2.5,30,4.5
Peiquan Jin,8272,,,16,108,6.75,26,3.95
Lihua Yue,8273,,,17,117,6.88,1,3.95
Ahsanul Haque,8274,,,9,19,2.11,74,4.32
Li Su,8275,,,18,231,12.83,15,4.55
Konstantinos Semertzidis,8276,male,,6,10,1.67,70,3.4
Gewen He,8277,,,5,3,0.6,33,4.0
Rong Zhu,8278,,,19,79,4.16,37,4.0
Shinjae Yoo,8279,,,17,29,1.71,17,5.17
Weiru Liu,8280,,Queen's University Belfast UK,29,166,5.72,17,3.43
Paul C. Miller,8281,male,,13,65,5.0,2,4.06
Xiaojun Chen,8282,,Shenzhen University College of Computer Science and Software China,13,43,3.31,30,5.28
Jianye Yang,8283,,,3,6,2.0,83,4.33
Kai Wang,8284,male,,39,456,11.69,43,4.24
ByungSoo Jeon,8285,male,,4,3,0.75,67,3.67
David Kernert,8286,male,,6,7,1.17,100,3.0
Frank Kohler,8287,male,,35,9,0.26,33,2.56
Guohui Li,8288,,,19,147,7.74,33,3.97
Lijian Wan,8289,,,3,2,0.67,100,2.0
Hao Wang,8290,,Qihoo 360 Inc. Beijing China,6,31,5.17,26,4.74
Weiqing Wang,8291,,,13,32,2.46,38,5.16
Rita Hartel,8292,female,University of Paderborn Germany,16,54,3.38,4,2.96
Jing Jiang,8293,,Singapore Management University Singapore,14,96,6.86,2,4.14
Yuan Xuan,8294,,,5,7,1.4,14,4.57
Yuping Wang,8295,,,24,211,8.79,13,3.21
Abhirup Chakraborty,8296,,,10,16,1.6,88,3.56
Shuai Yang,8297,,,10,98,9.8,34,4.61
SungJu Cho,8298,female,,3,2,0.67,100,4.5
Andrew Carter,8299,male,,13,6,0.46,17,6.5
Jane Alam Jan,8300,female,,3,2,0.67,0,4.5
Gang Chen,8301,,,34,310,9.12,36,4.25
Jingbo Zhu,8302,,,17,104,6.12,23,3.92
Henrietta Dombrovskaya,8303,female,,5,2,0.4,100,2.5
Guilherme Damasio,8304,male,,4,4,1.0,100,4.75
Piotr Mierzejewski,8305,male,,10,5,0.5,20,4.2
Qingxu Deng,8306,,,15,82,5.47,2,4.83
Nikos Bikakis,8307,male,,10,39,3.9,79,3.82
Oscar Romero,8308,male,Universitat Politècnica de Catalunya Barcelona Spain,14,68,4.86,26,3.91
Xiangling Zhang,8309,,,4,5,1.25,40,4.6
Katerina Papaioannou,8310,female,,5,4,0.8,75,3.25
Martin Faust,8311,male,,17,24,1.41,46,4.38
Francesca Bugiotti,8312,female,,11,25,2.27,32,4.24
Thomas Heinze,8313,male,SAP SE Walldorf Germany,10,18,1.8,56,4.67
Zhiwen Yu,8314,,South China University of Technology School of Computer Science and Engineering Guangzhou China,13,110,8.46,56,4.49
Guoqiang Han,8315,,,20,66,3.3,5,5.23
Jiming Liu,8316,,Hong Kong Baptist University Department of Computer Science Hong Kong,28,329,11.75,23,3.46
